f_voter_turnout,year
79.21953538,2014
59.44656936,2004
57.08554538,2004
62.74071514,1999
63.29803745,2004
70.52586811,1996
63.61545232,2004
62.75696597,1998
55.8118011,1998
66.48587354,1996
67.83282592,2009
79.49332582,2009
43.03927911,2004
64.98857747,2004
64.19335084,1998
69.93417439,1996
69.36248902,1996
64.08226614,1996
64.73613826,2009
48.80512085,1998
43.81722444,1998
70.97439498,2009
60.5137703,1999
45.24794809,1998
54.06800861,2004
58.98035453,2014
51.25390179,1998
41.19873606,2004
79.7605322,2014
62.97355295,1998
74.60123069,2014
62.77658382,2004
53.86262754,2004
44.29615671,2004
63.02233229,2004
66.76346485,2009
59.73496338,1998
58.53908007,2004
59.46746204,2004
68.47125611,2004
63.30270362,1999
63.90786299,1996
72.39389922,1996
59.19375581,2014
58.7964338,2004
59.01551112,2004
51.092248,1998
53.7989244,2004
72.11399937,2009
69.41906691,1996
77.69434214,2014
63.0190447,2004
64.05912306,1996
79.66560451,2014
54.73934063,2004
51.07536338,1999
74.58032508,2014
56.10329453,1999
59.20692278,2004
70.13434492,1996
61.14406691,2004
49.97317637,1999
67.21040501,2009
62.56853622,1998
76.57773049,2009
75.33290835,2014
56.27578574,1998
74.27462196,2014
61.54937121,1999
56.13259746,1999
63.47458624,1996
62.0788394,2009
45.80666809,1999
74.25202666,2009
70.47262604,2009
62.49306523,1996
76.96761155,2009
51.19637521,1999
79.07727542,2009
78.21872858,2009
80.65951337,2014
77.24418684,2014
67.43757391,2004
52.30883118,1999
63.57193911,1999
75.2951475,1996
64.07982217,2004
79.6217086,1996
62.10186597,1999
82.40318074,2009
62.44180499,2004
79.1890952,1998
82.21514592,2014
85.38098379,2014
82.65083821,2009
81.72911906,1998
67.79989443,1999
38.24411492,2009
55.91997439,2014
58.70796915,1996
53.61168446,1998
56.33021029,2014
54.67982117,1999
49.36563632,1999
54.28884026,1999
40.81840737,1996
49.22481468,1996
44.2267002,1999
60.7247068,1998
43.56739285,1996
42.68485424,1998
43.63621946,2009
59.93380308,2014
53.05038324,2014
51.26609683,1996
25.31521035,1996
38.47100235,1999
48.23144063,1998
48.12505065,1998
39.9422798,2004
27.86412058,1996
47.61141287,1999
35.05071147,1999
61.03897662,2014
54.62323264,1999
34.50380993,2004
44.10938336,2004
36.23247318,2004
56.49930475,2009
44.14576919,1998
42.74924887,2009
56.59326628,1999
34.65565793,1998
52.5950257,2014
45.0597218,2004
45.01312361,1999
58.57147969,2014
52.69912912,1999
39.05038034,1996
41.54550869,1999
42.91666835,1999
58.53793866,1999
42.32566919,2009
46.8011583,2004
45.82032188,1998
58.68124473,2014
54.51237572,2014
37.68193063,2004
32.7323152,2004
62.239615,1998
55.34419931,1999
49.60659125,2009
12.14043696,1996
50.57611645,2009
48.96063167,2009
49.91331919,1999
53.45582941,2014
44.21031134,2004
41.04807576,1996
58.70282276,2014
52.85933169,2014
49.97719891,2009
50.27638457,1998
52.17955461,2009
29.20995121,1996
42.41773515,2004
42.41473599,1996
63.94830352,2014
47.27392283,2009
54.11264807,2004
43.30704837,1999
57.3404316,2014
46.40669807,2009
48.82869693,1996
46.54964523,1998
60.5540957,2014
56.32266552,1998
53.40550609,2014
30.30145264,1996
47.80857972,1996
38.68752021,2004
44.80629279,1999
54.58242525,2014
41.46339656,1999
36.12127573,2009
49.96539311,1996
45.98748901,1996
34.45173551,1996
35.30251572,1999
38.92884557,1996
44.06068127,1999
35.30533931,2009
44.77205343,1998
39.74124405,1999
47.56080972,1998
40.37809294,2004
58.91559296,1998
55.55165877,1999
44.29534294,1999
37.42265551,1999
56.65162426,2014
51.31536189,1998
54.62745457,1998
49.91542264,1999
43.04854685,1996
32.72690427,2004
59.42590901,1998
48.4674628,1996
42.95278168,2004
50.18943002,2014
56.55493888,2014
57.1786835,1996
36.73189183,1996
57.04128745,2014
32.14731871,2009
57.12914191,2014
37.09897426,1996
55.51621251,2014
52.26544704,1996
50.71645513,1998
48.44613687,2009
46.16311485,1996
55.66505236,2014
56.78335995,2014
48.62369605,1998
44.20645892,1998
37.35260993,1996
41.07268614,1998
35.59541043,2004
58.98097737,2004
46.84574018,1996
51.03082641,1998
39.64828356,2009
57.53783752,2014
36.33873667,1996
33.15897336,1996
55.31533688,1998
52.5367612,1999
45.83565804,2009
44.744939,2009
43.09562304,1999
40.2051746,1998
49.21781716,1999
41.28902316,1998
39.48413843,2009
50.21973413,2009
52.44460762,1998
44.79976298,1998
52.1484047,1998
50.93815546,1998
36.77442057,1996
33.83275602,2004
48.2471335,1996
52.08313437,1996
45.27077066,1998
50.62786608,1998
50.03169055,1996
45.00118607,1996
41.94445773,1998
46.50416591,1998
56.7453912,1999
37.89118118,2004
48.37664648,1998
35.584235,1996
27.51246416,1996
34.19143683,1996
41.54350211,2009
61.51187083,1999
41.60409711,1996
53.23798463,2004
30.56337408,1999
36.52376266,2004
50.52335757,2009
37.9192365,1996
45.1078349,2009
61.34932572,2004
50.97740838,1999
39.40253866,1998
38.90763908,1996
46.73944361,1996
24.27498764,1996
37.44663752,1996
47.24954047,1998
52.74328976,1998
49.63048344,2014
46.69890469,2004
34.87854747,2009
35.89018849,1996
39.11742181,2004
40.19708849,1999
32.70663954,1996
58.67698197,2009
49.28397496,1998
47.54537089,1998
70.79466974,2014
60.89248235,1999
43.41089928,2009
45.07142631,1999
36.52416641,1999
49.50967589,2004
51.99244379,1998
64.86199534,1998
44.38833737,1998
48.56226183,1996
56.49569204,1998
32.94068544,2009
58.69941547,1999
31.42271644,1996
34.50342114,2009
42.27443388,1996
38.36799278,2004
43.57774428,2004
52.09485505,1998
48.44103712,2004
45.60163797,2004
53.85301566,2014
47.18471517,2004
49.55365782,2009
53.27000742,2014
37.29311123,1999
59.22011623,2014
64.6551772,1998
34.60390409,2004
52.06910357,1999
43.7938521,1996
62.44268334,2014
49.23549381,1996
56.79607143,1998
57.74452901,1998
43.67264752,2004
42.39213933,1999
48.37282246,2014
35.28438828,2004
54.29305189,2009
55.8104085,2014
49.49598795,1999
47.28376111,2009
48.3476923,2004
27.89065418,2004
33.87306563,2004
50.23560698,1999
34.87134086,1996
64.06904402,2014
29.92353619,2009
57.83421511,2014
45.65292717,2009
44.69763607,1999
55.89404783,2014
44.02610175,2009
57.77385586,2014
53.00772173,2014
37.44586201,2004
44.71899243,2009
42.00712752,1996
35.48205852,2009
46.7771058,1999
34.00680099,1996
36.8100784,1996
43.42841969,2009
60.38657634,1998
49.74194819,2009
49.6931781,1998
41.36327679,2009
39.75629753,2009
45.49379957,1996
28.36793521,2004
52.52065024,2014
46.38436726,2004
32.82772888,1996
59.86171566,1998
52.32261051,1998
31.69069985,2004
45.17098441,2009
57.16248568,2014
36.33768745,1996
67.95378705,2014
31.53053598,1996
58.21142299,1999
54.20498177,2014
52.02030164,2014
44.29099901,1999
50.85477932,1999
55.24802194,2014
44.86203248,2004
59.70636215,2009
34.83110405,2004
42.61240719,1996
52.3536814,1998
38.21581264,2009
49.18988203,1996
37.80703848,2009
37.81161819,2004
45.62257104,2009
51.62788252,1999
44.32379207,2009
48.73838797,1998
47.17366038,1999
38.6267705,2004
47.90992657,1996
45.49576808,1996
55.49550612,1999
55.18731417,1998
53.53389881,2014
44.16809634,2004
55.94535331,2014
55.29106195,1998
43.24063079,1998
51.8224819,2014
62.8627388,2014
41.63088329,2009
65.28798692,2014
53.59764355,2014
57.11017295,2014
49.07306522,1998
61.08197432,1996
41.93200783,2009
41.16620408,2009
32.27734923,2004
52.13543293,1998
48.02700919,2009
49.41047784,2004
43.19593863,2009
47.00628991,2004
40.62772786,2009
72.54241917,1998
54.44524849,2014
55.75629301,1999
28.86828446,2004
45.69046903,2009
43.75397116,1999
49.55652599,1999
62.02142256,2014
48.05074197,2009
34.38769461,2004
57.65871349,1998
60.88940303,2014
43.78077179,1998
51.83362767,1998
47.17860962,1998
72.39148397,2014
55.62383759,1998
38.31866744,2009
65.67999255,2014
61.64681193,2014
60.72208428,2004
31.12614143,2004
46.40062598,1996
59.79466184,2014
39.50072013,2009
43.48271861,2004
48.01010225,2004
47.62570049,2004
33.71268888,2004
39.90070593,2009
39.8645384,2004
55.67757,2014
51.36553139,2009
57.36462422,2014
38.18110167,1998
48.07154459,2004
39.21395815,2004
47.04156479,2004
41.44555818,1998
36.66685834,2004
48.05133983,1999
43.55924053,2009
40.99870837,1996
42.61780859,2004
53.10535782,2014
39.9720452,2009
51.2783027,2014
56.03057928,2014
46.704167,2009
53.6363955,1998
51.69782104,1996
58.78036836,2014
37.11596295,2004
49.24104504,2014
63.3208648,1999
28.98309103,1999
51.81494248,1998
33.74546386,2004
36.6102572,2004
38.4650732,2009
46.38927986,1996
34.90112994,2004
56.59394832,2014
57.87075569,2014
45.42795787,1998
55.0326269,1999
52.78334666,2009
46.71204156,2004
54.09126057,1998
54.25875769,2014
49.82329636,1999
46.81541827,2009
49.4616498,1999
31.89920867,2004
37.61240738,2009
51.69633391,2009
54.28171803,1999
36.90253337,2004
46.13036951,2009
40.11486677,1996
52.08028475,1999
46.82293703,1999
45.45444694,2009
47.76948334,1996
46.07437356,2009
44.09077479,2004
45.49653532,1998
28.46117006,1999
38.56439606,2004
59.92244418,2014
45.292686,1998
42.0543875,1996
52.52221062,1999
52.5588962,2014
60.17275664,1999
52.21117851,2004
46.35887568,1996
54.64915492,2014
44.61066639,1996
31.48468975,2004
41.8346458,2009
60.47112951,2014
73.48936436,2014
35.55531865,2004
64.3599684,2014
38.23399348,2004
15.18950545,1996
50.31845771,2004
59.23136031,1999
54.69367777,1999
37.47508652,1996
41.72357943,1996
43.34774315,1999
42.49744409,1999
47.89399733,1998
48.92527202,1999
58.61567261,1998
42.6986271,1999
49.91986543,2004
61.54642523,2014
48.40173679,2004
30.38723319,2009
51.33523268,2009
60.71839476,1999
60.47408499,2014
41.43028628,2009
67.19159256,1998
67.57185879,2014
35.83502265,2004
38.73855207,1996
49.08153588,2009
56.19902471,2009
43.03984093,1998
40.93749327,1996
43.033931,1998
42.27078149,2004
41.29707519,1998
59.47354375,1999
59.98330244,1999
53.67625409,1999
43.88750613,2009
49.83113938,2009
58.36344018,1999
47.45227699,1996
57.15545805,1998
55.21938521,2014
49.06651918,1999
43.60337052,1996
57.46700785,2014
42.93850765,2009
40.89557165,1999
47.20377714,2009
43.47116568,1999
77.42165257,1999
81.4085647,1996
82.61034676,2014
74.07997872,1998
63.42272345,1999
85.80580802,1996
66.74387953,2004
65.63930612,2009
77.13957772,2004
71.22309654,2004
68.33051926,1996
85.9908834,2009
84.358179,2009
90.5181124,2009
78.86357977,1996
63.29306315,2009
71.2696565,1998
77.28770808,1998
83.70073273,1998
68.32451765,1999
83.59132562,2014
78.97807635,1996
75.42422066,1996
80.53666767,1996
68.6726648,2004
68.92572654,2004
79.44023501,2004
81.10146871,2014
78.69560874,2004
84.18095211,1996
84.60755642,1996
82.65089108,1996
74.43682,1999
74.88115919,1998
71.6202194,1998
79.24224541,1999
75.79072587,1998
85.85994842,1998
77.13171682,1999
73.467841,1999
80.79216636,1998
84.32512326,2014
77.61908355,2004
77.10026262,2009
82.44362241,1998
70.1680925,1999
63.11412737,1996
70.18024311,2009
73.19365936,1999
87.03891779,2014
87.86131024,1996
66.85717456,1999
73.87656406,1999
82.03983893,2014
68.34385677,1999
78.06757694,2014
69.44662099,2004
68.34313791,1999
78.55471811,1999
75.58244775,1999
83.13088687,2014
85.29309216,2014
86.88797014,1996
75.46880794,1999
60.77625412,2004
80.8712711,1996
69.57907398,2004
80.53005985,1999
80.12510298,2004
75.39353079,2009
80.6532954,1999
82.94598733,1998
87.09273259,2009
68.85823929,2004
72.38711224,1998
83.26749287,1998
82.81190515,1996
87.74502527,1996
77.51339111,1999
77.75944274,1998
65.26796653,2004
78.93760776,1998
81.46701939,1998
84.63431079,1996
83.84723152,2014
57.16776943,1996
79.59672246,2014
83.87085037,2009
84.26043755,1996
77.16293772,2014
75.19628364,1998
86.22132457,2009
78.52116531,1998
82.19911778,1998
79.2703061,2014
85.46014307,1996
79.48676979,2009
85.41253917,2014
82.69971296,1999
78.99781644,1996
80.77822829,1999
78.5639706,2009
82.98627314,1998
78.36061277,1998
70.13035142,1996
77.73337049,1998
82.75301418,2009
84.27225866,1998
73.61390876,1998
72.97315595,2004
80.35419173,1998
76.82770371,1996
88.89704989,1996
73.48493637,1998
86.56489053,2004
70.0669473,1998
85.09201648,2014
81.1873657,2004
74.61450758,1999
81.44184528,1998
74.73107024,1999
82.66650283,1999
71.2807814,1999
85.71645468,2009
48.82687604,1998
69.48420831,1999
83.97274176,2014
78.22716858,2009
65.92084485,2004
76.61240492,2004
79.45034521,2004
67.92224764,2014
87.72078667,1996
80.75097775,2009
84.52267364,2009
81.924432,2009
76.09334924,1998
84.63236324,2014
74.01351354,1998
84.81429066,2014
58.92859883,1999
73.98655609,1996
78.11257516,2014
81.13946487,1996
80.75732975,2014
80.15877997,1996
64.25427149,1999
85.31721132,2014
75.70653374,1999
65.97742176,2014
81.31280919,2014
79.44785337,2009
86.20672147,1996
76.61109454,1999
71.68826708,1999
85.93758605,1996
77.8064638,2004
77.03838717,1998
75.13271385,2014
71.02584796,1998
80.93354516,1999
81.42862469,1996
84.51107024,1996
79.1182781,2014
84.94966173,2009
83.94928062,2014
76.78669024,1999
79.33918175,2004
80.26837731,1998
75.30118401,2009
67.74152355,1999
78.76086658,2004
86.50536651,1996
81.13662706,2004
76.21747266,2009
83.84180341,2004
67.29108371,1996
76.09889114,1996
87.83792691,2014
82.69248421,1996
77.3371017,2004
76.47028686,2004
78.39086295,2014
66.9334413,2009
80.91886211,1998
79.05711591,1998
69.62347,2009
81.57123264,2009
75.27740003,2009
81.20542424,2009
63.31395786,2004
89.1051388,2014
86.53754006,2014
77.30765886,2009
87.14217114,2014
81.84433871,2014
78.35470896,1999
91.07171193,2009
81.62715608,2009
79.15811244,2004
84.09721022,2014
86.32909239,1996
69.41757247,1999
81.17536261,2014
81.31514327,2009
77.93550733,2004
83.73484809,1996
77.35143343,2004
84.97906926,2014
81.00920763,2009
81.13950929,2004
71.90657422,2004
86.00873526,2014
82.7868451,1999
44.10918485,1999
75.18882359,1996
71.63932629,2014
83.17428824,2004
82.61149914,2009
84.31334767,1998
80.55203633,2009
81.85565215,2004
85.32187755,2014
65.26986818,1999
84.33767487,2014
85.50299347,1996
81.16380603,2014
81.30015502,2004
74.82901386,1999
73.21456968,2004
71.08949525,2004
57.79284971,2004
84.86268776,2004
79.33529313,2009
86.88069884,2009
79.06890498,2009
75.55992614,1998
90.61154968,1996
85.88617886,2009
72.25912102,2004
80.10374624,1996
78.76112704,1998
81.18609588,2009
76.87906944,1999
68.22679861,2004
82.14725932,1998
83.21699607,1998
82.63376332,2014
80.71974478,1998
85.00895418,2009
87.9377541,2009
71.04061851,1999
57.04026499,1999
47.15880689,1999
72.41175167,2014
66.0538753,1996
47.87227449,1999
73.07313051,2014
56.05154515,2009
50.73327927,1998
57.7570818,1998
54.44144781,1998
69.04745823,2014
51.34582841,1996
43.57978029,2009
40.4731786,1999
45.90941856,2009
29.15914045,1999
50.06018093,2009
57.87349518,1998
70.82141678,1998
33.21373535,1998
63.98590507,2014
60.15808856,2004
61.69194249,2014
55.28116226,1996
34.79200859,2004
76.08125203,2014
36.33589041,2004
47.33837767,1996
46.44863071,2004
52.99555138,1999
73.06783047,2014
51.46623165,1996
42.90560171,2004
63.87354698,2009
45.95152626,1996
53.50636216,1999
42.92434108,2009
58.09218531,1996
53.60891609,1999
53.81464327,2009
55.37513585,2009
52.22006934,1999
60.65404439,2014
57.50017549,1998
58.78211457,2009
59.89119011,1998
53.57873283,2004
52.05642489,2009
57.67984836,2014
47.565493,1996
40.31651425,2004
46.00179601,2004
40.79971406,2004
44.48647085,2004
60.28267988,1998
49.91898234,1996
59.8245095,1998
36.73993836,1996
57.6703827,2004
65.72302261,2014
76.67537394,2014
53.16355976,2009
47.54356085,1996
66.55262976,1998
43.86777669,1999
58.50999192,1999
66.64775493,2014
54.85819237,2004
58.99900253,1999
62.7440533,2014
37.29350986,1996
39.94945345,2004
38.09316133,1999
70.9186338,2014
43.55179038,1999
46.15132664,1999
42.46026239,1998
53.12248469,2009
40.89730752,1999
57.53073619,2009
44.22436233,1999
50.23143464,2004
47.52129202,2009
37.4584614,1999
62.46983704,2014
49.40779916,1998
49.89455732,2004
63.6131651,2014
44.36047126,1996
59.63974487,1998
66.53393303,2014
51.21418307,2004
40.69043807,2009
48.03562737,1998
50.69733546,1999
46.8863695,1998
51.06384768,2009
53.52514365,2014
65.06668571,2014
45.35384956,2004
38.85034708,1999
47.71813107,1996
41.3495479,1996
48.86870127,1996
49.95578793,1996
59.83476919,2004
44.66287453,1996
49.38262509,2004
60.58336722,1998
43.36510752,1998
51.0551931,1998
39.80914521,1996
54.66833309,1998
50.91191908,1998
44.63601949,1998
51.27896407,1999
59.98407458,2014
64.02167712,2014
49.4033594,2004
26.82502897,1999
58.43159697,2014
50.11066651,2009
69.55093397,2014
42.52145587,1996
57.1160035,1998
45.25884988,2004
54.93817404,2004
44.57747191,1996
49.37217156,2009
58.76904624,2014
68.79553838,2014
40.15997921,2009
44.06703534,1999
50.92526644,1996
44.74205104,2004
54.34961474,1996
53.36969031,2009
51.67003758,2009
52.56980788,1998
45.18379618,2009
46.53621766,1999
45.56327119,1996
40.74401083,2009
36.51711858,2004
41.24614592,1999
51.37968474,2009
39.14389565,1996
41.14096345,2009
41.93548387,2004
43.31592341,1998
39.11100197,2004
44.18451012,1996
41.06320763,1998
33.21057911,1999
34.30978908,1999
55.12471083,2009
48.16870683,2009
57.99567973,1996
67.71452361,2014
42.14961447,1999
55.26375777,2014
38.4567824,1998
21.91324521,1996
53.41912111,1999
57.85647086,2014
49.23364652,1999
42.11780338,1996
47.90691783,2009
57.23915546,1998
47.92432489,2004
42.70795068,2009
44.43912193,2004
46.51979042,2004
58.02340132,2014
50.23030961,1998
57.75992773,2009
43.58037218,2004
38.82451538,1996
71.02285604,2014
51.75973115,1998
63.81159039,2004
65.19423815,1998
60.28727941,1999
63.21364322,2009
61.10038504,1996
70.37929482,2014
64.94428168,2009
46.50867813,1999
50.11179786,2004
58.69760471,1996
52.97241507,1998
74.01284833,2014
85.72914131,2014
75.55246041,2009
76.70343794,1999
79.50704534,1998
70.98677588,2004
79.00665188,1996
81.86113543,2014
73.65360732,1999
75.05865732,2004
75.34306062,1998
75.53854333,2009
75.50111359,1996
46.93628787,1998
56.62279152,1998
51.41368891,2009
47.68614954,1998
52.55666376,1998
46.80350224,1998
51.55957994,1996
45.52434066,2009
48.64492907,1999
40.52922599,1999
49.7727098,2009
65.76799105,2014
45.02341676,2004
55.53176691,1998
43.63768145,2004
49.27865872,1996
53.26029397,1996
41.70370082,1999
64.85577848,2014
54.05529406,2009
49.57568949,2009
59.36926706,1996
48.25288903,1999
47.13715047,2004
39.87860005,1999
46.97181728,1996
55.09932955,2004
52.29686185,2009
42.93702188,2004
64.31729483,2014
46.29083773,1996
60.65016152,2014
48.21079996,1998
45.58252494,2009
39.47090088,1999
47.7187223,2004
43.31362206,2004
64.09770989,2014
52.07932955,1996
65.45207548,2014
39.11497201,1999
61.85044733,2014
83.41328922,1999
87.73009599,1998
91.37983552,1996
88.42745723,2014
87.9720653,2009
84.1748029,2004
63.12167362,1998
74.90652099,2004
63.13350324,1999
79.76968235,2009
76.11015469,1996
82.71853804,2014
