,StateName,stateabb,ST_CODE,bigstate,PCNAME,m_electors,f_electors,t_electors,m_voters,f_voters,t_voters,year,n,L,f_voters_turnout,m_voters_turnout,voters_turnout,log_electors,sex_ratio
2489,Uttar Pradesh,UP,S24,1,Ballia,973384,794830,1768271,517773.0,423406.0,941182,2014,450,,53.3,53.193087209158975,53.2,14.39,817
2491,Uttar Pradesh,UP,S24,1,Kushi Nagar,930637,750240,1680992,505771.0,444293.0,950064,2014,443,,59.2,54.34675389007744,56.5,14.33,806
2496,Uttar Pradesh,UP,S24,1,Sitapur,838148,712053,1550263,581709.0,444625.0,1026334,2014,408,,62.4,69.4040909242759,66.2,14.25,850
2502,Uttar Pradesh,UP,S24,1,Kanpur,889344,721802,1611248,485562.0,349156.0,834718,2014,421,,48.4,54.59777094127807,51.8,14.29,812
2505,Uttar Pradesh,UP,S24,1,Gautam Buddha Nagar,1105732,880377,1986109,707052.0,491342.0,1198394,2014,391,,55.8,63.94424688803435,60.3,14.5,796
2513,Uttar Pradesh,UP,S24,1,Maharajganj,946234,796767,1743131,549757.0,510481.0,1060238,2014,441,,64.1,58.09947645085677,60.8,14.37,842
2515,Uttar Pradesh,UP,S24,1,Ghosi,1040033,850934,1891112,547380.0,492131.0,1039511,2014,448,,57.8,52.63102228486981,55.0,14.45,818
2518,Uttar Pradesh,UP,S24,1,Ghazipur,983352,818105,1801519,528986.0,457272.0,986259,2014,453,,55.9,53.79416526330347,54.7,14.4,832
2520,Uttar Pradesh,UP,S24,1,Rampur,872075,744534,1616972,528149.0,430146.0,958303,2014,385,,57.8,60.56233695496373,59.3,14.3,854
2521,Uttar Pradesh,UP,S24,1,Kaiserganj,928269,783633,1711967,527027.0,415386.0,942413,2014,435,,53.0,56.77524510675246,55.0,14.35,844
2537,Uttar Pradesh,UP,S24,1,Robertsganj,901147,737885,1639074,498085.0,387542.0,885628,2014,458,,52.5,55.272336255904975,54.0,14.31,819
2544,Uttar Pradesh,UP,S24,1,Sant Kabir Nagar,1045424,858808,1904315,521201.0,490916.0,1012117,2014,440,,57.2,49.85546534229174,53.1,14.46,821
2546,Uttar Pradesh,UP,S24,1,Muzaffarnagar,875179,713220,1588475,618042.0,484660.0,1102713,2014,381,,68.0,70.618924814238,69.4,14.28,815
2549,Uttar Pradesh,UP,S24,1,Hamirpur,949328,788636,1737993,550111.0,427480.0,977593,2014,425,,54.2,57.94741122141136,56.2,14.37,831
2550,Uttar Pradesh,UP,S24,1,Akbarpur,977669,790872,1768635,559566.0,411414.0,970980,2014,422,,52.0,57.234708270385994,54.9,14.39,809
2553,Uttar Pradesh,UP,S24,1,Agra,1003777,810896,1814739,621497.0,448004.0,1069503,2014,396,,55.2,61.91584385774929,58.9,14.41,808
2573,Uttar Pradesh,UP,S24,1,Bansgaon,980235,779762,1760090,459714.0,417437.0,877152,2014,445,,53.5,46.898345804832516,49.8,14.38,795
2575,Uttar Pradesh,UP,S24,1,Machhlishahr ,1026789,865121,1891969,512798.0,483995.0,996793,2014,452,,55.9,49.94190627285645,52.7,14.45,843
2578,Uttar Pradesh,UP,S24,1,Shrawasti,976415,811613,1788080,559351.0,420598.0,979951,2014,436,,51.8,57.28619490687874,54.8,14.4,831
2579,Uttar Pradesh,UP,S24,1,Firozabad,902532,734206,1636738,643026.0,461542.0,1104568,2014,398,,62.9,71.24689207695683,67.5,14.31,813
2581,Uttar Pradesh,UP,S24,1,Jhansi,1034112,897888,1932052,734228.0,586213.0,1320441,2014,424,,65.3,71.0008200272311,68.3,14.47,868
2582,Uttar Pradesh,UP,S24,1,Banda,884779,717011,1601855,473933.0,384301.0,858234,2014,426,,53.6,53.56512756292814,53.6,14.29,810
2583,Uttar Pradesh,UP,S24,1,Fatehpur Sikri,877271,703267,1580582,565514.0,401637.0,967152,2014,397,,57.1,64.46286267299386,61.2,14.27,802
2596,Uttar Pradesh,UP,S24,1,Bahraich,882643,755897,1638640,522529.0,411550.0,934081,2014,434,,54.4,59.20049215821119,57.0,14.31,856
2602,Uttar Pradesh,UP,S24,1,Ambedkar Nagar,923552,795143,1718774,541195.0,493159.0,1034355,2014,433,,62.0,58.599299227331,60.2,14.36,861
2606,Uttar Pradesh,UP,S24,1,Kheri,904863,774542,1679466,606219.0,471614.0,1077848,2014,406,,60.9,66.99566674734186,64.2,14.33,856
2610,Uttar Pradesh,UP,S24,1,Kairana,840629,691073,1531767,617921.0,500278.0,1118199,2014,380,,72.4,73.5069810820231,73.0,14.24,822
2613,Uttar Pradesh,UP,S24,1,Nagina,795562,697765,1493419,484049.0,458292.0,942349,2014,383,,65.7,60.84365517709494,63.1,14.22,877
2614,Uttar Pradesh,UP,S24,1,Moradabad,961935,810050,1771985,626722.0,499370.0,1126092,2014,384,,61.6,65.1522192247917,63.5,14.39,842
2618,Uttar Pradesh,UP,S24,1,Azamgarh,941447,761573,1703121,504375.0,455380.0,959755,2014,447,,59.8,53.57444444562466,56.4,14.35,809
2626,Uttar Pradesh,UP,S24,1,Mainpuri,900568,752461,1653058,579581.0,418952.0,998538,2014,399,,55.7,64.35727229926003,60.4,14.32,836
2628,Uttar Pradesh,UP,S24,1,Aonla,917053,736487,1653577,572213.0,422483.0,994700,2014,402,,57.4,62.39693889011867,60.2,14.32,803
2639,Uttar Pradesh,UP,S24,1,Etawah,938271,768913,1707237,529547.0,408334.0,937881,2014,419,,53.1,56.43859823014886,54.9,14.35,819
2641,Uttar Pradesh,UP,S24,1,Allahabad,917403,749001,1666569,506755.0,384075.0,890833,2014,430,,51.3,55.2379924635084,53.5,14.33,816
2642,Uttar Pradesh,UP,S24,1,Jalaun,1037570,849595,1887189,632802.0,476033.0,1108846,2014,423,,56.0,60.988848945131416,58.8,14.45,819
2646,Uttar Pradesh,UP,S24,1,Fatehpur,985898,818821,1804753,574629.0,481306.0,1055940,2014,427,,58.8,58.284832710888956,58.5,14.41,831
2648,Uttar Pradesh,UP,S24,1,Phulpur,1063897,849194,1913275,541264.0,418152.0,959420,2014,429,,49.2,50.8756016794859,50.1,14.46,798
2657,Uttar Pradesh,UP,S24,1,Mohanlalganj,995313,842841,1838194,637851.0,476997.0,1114848,2014,412,,56.6,64.08546859128737,60.6,14.42,847
2658,Uttar Pradesh,UP,S24,1,Faizabad,936036,802604,1738701,558076.0,464473.0,1022558,2014,432,,57.9,59.62121114999851,58.8,14.37,857
2664,Uttar Pradesh,UP,S24,1,Unnao,1194394,969919,2164392,673666.0,526266.0,1199936,2014,411,,54.3,56.402326200566975,55.4,14.59,812
2684,Uttar Pradesh,UP,S24,1,Sambhal,931603,761516,1693229,599491.0,456319.0,1055817,2014,386,,59.9,64.35047976444902,62.4,14.34,817
2688,Uttar Pradesh,UP,S24,1,Rae Bareli,857875,737017,1594954,437762.0,387368.0,825130,2014,414,,52.6,51.0286463645636,51.7,14.28,859
2692,Uttar Pradesh,UP,S24,1,Ghaziabad,1333055,1024455,2357553,781962.0,559856.0,1341818,2014,390,,54.6,58.6593951487373,56.9,14.67,769
2696,Uttar Pradesh,UP,S24,1,Pilibhit,903414,767687,1671154,586095.0,464229.0,1050342,2014,404,,60.5,64.8755719968918,62.9,14.33,850
2697,Uttar Pradesh,UP,S24,1,Saharanpur,873318,735452,1608833,652595.0,540479.0,1193086,2014,379,,73.5,74.7259303025931,74.2,14.29,842
2699,Uttar Pradesh,UP,S24,1,Baghpat,850681,654413,1505175,582431.0,421180.0,1003611,2014,389,,64.4,68.46644041656037,66.7,14.22,769
2714,Uttar Pradesh,UP,S24,1,Chandauli,887892,705123,1593133,545894.0,433978.0,979873,2014,454,,61.5,61.48202709338523,61.5,14.28,794
2719,Uttar Pradesh,UP,S24,1,Basti,962508,824831,1787476,549704.0,498809.0,1048521,2014,439,,60.5,57.11162920204299,58.7,14.4,857
2722,Uttar Pradesh,UP,S24,1,Bijnor,848418,713587,1562081,575976.0,482184.0,1058170,2014,382,,67.6,67.88823433731957,67.7,14.26,841
2740,Uttar Pradesh,UP,S24,1,Pratapgarh,923411,792852,1716394,454891.0,437808.0,892732,2014,417,,55.2,49.26202958379313,52.0,14.36,859
2743,Uttar Pradesh,UP,S24,1,Barabanki,925944,795265,1721278,611146.0,457015.0,1068161,2014,431,,57.5,66.0024796315976,62.1,14.36,859
2750,West Bengal,WB,S25,1,Jangipur,714890,676753,1391656,559290.0,559068.0,1118358,2014,467,,82.6,78.23441368602163,80.4,14.15,947
2768,West Bengal,WB,S25,1,Basirhat,777768,712812,1490596,677047.0,595849.0,1272897,2014,476,,83.6,87.04999434278602,85.4,14.21,916
2775,West Bengal,WB,S25,1,Bankura,775893,727919,1503812,644501.0,590353.0,1234854,2014,494,,81.1,83.06570622495629,82.1,14.22,938
2789,West Bengal,WB,S25,1,Alipurduars,755765,715138,1470911,619392.0,603041.0,1222433,2014,460,,84.3,81.95563435724068,83.1,14.2,946
2797,West Bengal,WB,S25,1,Murshidabad,782480,729615,1512098,653122.0,635049.0,1288171,2014,469,,87.0,83.46820366015744,85.2,14.23,932
2801,West Bengal,WB,S25,1,Hooghly,836584,793445,1630042,696614.0,650941.0,1347556,2014,486,,82.0,83.26886481214079,82.7,14.3,948
2803,West Bengal,WB,S25,1,Diamond harbour,816259,739631,1555914,682840.0,577412.0,1260252,2014,479,,78.1,83.65482034501304,81.0,14.26,906
2808,West Bengal,WB,S25,1,Maldaha Dakshin,692386,654741,1347143,545088.0,544292.0,1089380,2014,466,,83.1,78.72602854477127,80.9,14.11,946
2809,West Bengal,WB,S25,1,Ranaghat,831318,771515,1602849,691141.0,658049.0,1349190,2014,471,,85.3,83.13798089299162,84.2,14.29,928
2832,West Bengal,WB,S25,1,Birbhum,773438,721641,1495089,669860.0,605076.0,1274936,2014,500,,83.8,86.60810562708323,85.3,14.22,933
2834,West Bengal,WB,S25,1,Barrackpore,682366,604844,1287222,567286.0,481436.0,1048722,2014,473,,79.6,83.13515034453651,81.5,14.07,886
2837,West Bengal,WB,S25,1,Jadavpur,811441,784269,1595746,666829.0,605165.0,1271994,2014,480,,77.2,82.17837156367499,79.7,14.28,967
2842,West Bengal,WB,S25,1,Joynagar,757902,700787,1458724,633029.0,555516.0,1188545,2014,477,,79.3,83.5238592852374,81.5,14.19,925
2845,West Bengal,WB,S25,1,Balurghat,653841,600646,1254497,548053.0,513027.0,1061080,2014,464,,85.4,83.82053129124665,84.6,14.04,919
2864,West Bengal,WB,S25,1,Maldaha Uttar ,740749,684660,1425428,578561.0,582591.0,1161152,2014,465,,85.1,78.10486413076494,81.5,14.17,924
2874,West Bengal,WB,S25,1,Bolpur,798378,740033,1538421,682036.0,621426.0,1303462,2014,499,,84.0,85.42770467122091,84.7,14.25,927
2879,West Bengal,WB,S25,1,Kolkata Dakshin,890251,795037,1685296,626618.0,540007.0,1166625,2014,481,,67.9,70.38666623233223,69.2,14.34,893
2885,West Bengal,WB,S25,1,Jhargram,753841,721269,1475112,645909.0,610427.0,1256336,2014,491,,84.6,85.68239191023041,85.2,14.2,957
2887,West Bengal,WB,S25,1,Mathurapur,772277,716496,1488785,662025.0,607691.0,1269716,2014,478,,84.8,85.72377527752349,85.3,14.21,928
2890,West Bengal,WB,S25,1,Dum dum,715569,690401,1405981,590114.0,539290.0,1129404,2014,474,,78.1,82.46779835347814,80.3,14.16,965
2892,West Bengal,WB,S25,1,Barasat,774305,738463,1512792,669359.0,596363.0,1265746,2014,475,,80.8,86.44642614990217,83.7,14.23,954
2895,West Bengal,WB,S25,1,Bishnupur,759317,707604,1466921,667023.0,603708.0,1270731,2014,495,,85.3,87.84512924114698,86.6,14.2,932
2897,West Bengal,WB,S25,1,Kolkata Uttar,797437,636542,1433985,534806.0,419974.0,954783,2014,482,,66.0,67.06561145269157,66.6,14.18,798
2898,West Bengal,WB,S25,1,Baharampur,752943,700833,1453783,584203.0,569867.0,1154070,2014,468,,81.3,77.5892730259794,79.4,14.19,931
2906,West Bengal,WB,S25,1,Asansol,791896,677774,1469684,633286.0,509230.0,1142518,2014,498,,75.1,79.97085475870568,77.7,14.2,856
2911,West Bengal,WB,S25,1,Darjeeling,737062,700062,1437154,587016.0,553877.0,1140907,2014,462,,79.1,79.64268948880827,79.4,14.18,950
2913,West Bengal,WB,S25,1,Cooch behar,848641,764757,1613403,687125.0,642008.0,1329133,2014,459,,83.9,80.9676883393567,82.4,14.29,901
2926,West Bengal,WB,S25,1,Kanthi,777345,713061,1490409,663897.0,626338.0,1290235,2014,489,,87.8,85.40570789031896,86.6,14.21,917
2930,West Bengal,WB,S25,1,Srerampur,847931,776093,1624038,680999.0,608386.0,1289387,2014,485,,78.4,80.31302075286786,79.4,14.3,915
2939,West Bengal,WB,S25,1,Tamluk,796779,730482,1527273,684160.0,650897.0,1335058,2014,488,,89.1,85.86571684243685,87.4,14.24,917
2940,West Bengal,WB,S25,1,Bardhaman Purba,795545,736693,1532244,682635.0,637516.0,1320152,2014,496,,86.5,85.8072139225311,86.2,14.24,926
2942,West Bengal,WB,S25,1,Ghatal,835803,774672,1610489,690945.0,675066.0,1366019,2014,490,,87.1,82.66840391814819,84.8,14.29,927
2943,West Bengal,WB,S25,1,Raiganj,724014,663479,1387526,563566.0,543020.0,1106586,2014,463,,81.8,77.8391025587903,79.8,14.14,916
2948,West Bengal,WB,S25,1,Medinipur,770363,729306,1499673,647452.0,613326.0,1260778,2014,492,,84.1,84.04505408489244,84.1,14.22,947
2951,West Bengal,WB,S25,1,Purulia,764758,707169,1471933,627261.0,574047.0,1201309,2014,493,,81.2,82.02084842525348,81.6,14.2,925
2956,West Bengal,WB,S25,1,Jalpaiguri,795704,735760,1531469,675989.0,625242.0,1301231,2014,461,,85.0,84.95483245025788,85.0,14.24,925
2960,West Bengal,WB,S25,1,Krishnanagar ,769981,706791,1476783,638727.0,607902.0,1246629,2014,470,,86.0,82.9536053487034,84.4,14.21,918
2964,West Bengal,WB,S25,1,Howrah,802653,702441,1505099,621808.0,503224.0,1125035,2014,483,,71.6,77.469093119941,74.7,14.22,875
2970,West Bengal,WB,S25,1,Arambagh,833629,766658,1600293,707257.0,654127.0,1361384,2014,487,,85.3,84.84073850597808,85.1,14.29,920
2972,West Bengal,WB,S25,1,Bangaon,796650,744053,1540713,653011.0,627517.0,1280528,2014,472,,84.3,81.96962279545598,83.1,14.25,934
2974,West Bengal,WB,S25,1,Uluberia,761951,686678,1448632,629091.0,557334.0,1186425,2014,484,,81.2,82.56318319681975,81.9,14.19,901
2995,West Bengal,WB,S25,1,Burdwan - durgapur,821377,762111,1583495,700025.0,629761.0,1329789,2014,497,,82.6,85.22578547974925,84.0,14.28,928
3002,Chhattisgarh,CT,S26,1,RAJNANDGAON,797477,793896,1591373,603428.0,574874.0,1178302,2014,506,,72.4,75.66713522772443,74.0,14.28,996
3005,Chhattisgarh,CT,S26,1,KORBA,729951,693664,1423729,545187.0,506882.0,1052069,2014,504,,73.1,74.68816400004931,73.9,14.17,950
3010,Chhattisgarh,CT,S26,1,KANKER,722916,725459,1448375,515715.0,500911.0,1016626,2014,511,,69.0,71.33816377006457,70.2,14.19,1004
3020,Chhattisgarh,CT,S26,1,RAIPUR,979589,924588,1904460,659154.0,591606.0,1250760,2014,508,,64.0,67.2888323572437,65.7,14.46,944
3022,Chhattisgarh,CT,S26,1,BILASPUR,891316,837889,1729229,573078.0,516910.0,1089988,2014,505,,61.7,64.29571554869429,63.0,14.36,940
3025,Chhattisgarh,CT,S26,1,RAIGARH,819043,807906,1626949,631470.0,614665.0,1246135,2014,502,,76.1,77.0985161951204,76.6,14.3,986
3030,Chhattisgarh,CT,S26,1,MAHASAMUND,757694,758435,1516177,576664.0,554172.0,1130836,2014,509,,73.1,76.10776909939896,74.6,14.23,1001
3042,Chhattisgarh,CT,S26,1,JANJGIR-CHAMPA,895884,848077,1744201,558932.0,514393.0,1073325,2014,503,,60.7,62.38888070330534,61.5,14.37,947
3048,Chhattisgarh,CT,S26,1,BASTAR,632842,665241,1298083,386189.0,383710.0,769899,2014,510,,57.7,61.024552731961535,59.3,14.08,1051
3059,Chhattisgarh,CT,S26,1,DURG,948929,909771,1858922,661165.0,597929.0,1259094,2014,507,,65.7,69.67486503205193,67.7,14.44,959
3060,Chhattisgarh,CT,S26,1,SARGUJA,771106,751862,1523022,610812.0,576493.0,1187305,2014,501,,76.7,79.21245587506776,78.0,14.24,975
3066,Jharkhand,JH,S27,1,Khunti,565457,546398,1111856,373314.0,364162.0,737476,2014,522,,66.6,66.01987419025673,66.3,13.92,966
3069,Jharkhand,JH,S27,1,Giridih,811587,700052,1511644,531982.0,439241.0,971223,2014,517,,62.7,65.5483638845866,64.2,14.23,863
3073,Jharkhand,JH,S27,1,Dumka,658403,614641,1273049,466619.0,435895.0,902514,2014,513,,70.9,70.87133564093723,70.9,14.06,934
3084,Jharkhand,JH,S27,1,Ranchi,868528,779930,1648459,562384.0,487221.0,1049605,2014,519,,62.5,64.75139546451007,63.7,14.32,898
3087,Jharkhand,JH,S27,1,Kodarma,870003,769641,1639645,535308.0,489593.0,1024901,2014,516,,63.6,61.52944300192068,62.5,14.31,885
3090,Jharkhand,JH,S27,1,Godda,840396,750375,1590772,549854.0,499254.0,1049108,2014,514,,66.5,65.4279649117797,65.9,14.28,893
3097,Jharkhand,JH,S27,1,Chatra,696501,616060,1312562,383214.0,329747.0,712961,2014,515,,53.5,55.019877932695,54.3,14.09,885
3098,Jharkhand,JH,S27,1,Jamshedpur,811632,770030,1581665,548089.0,501033.0,1049122,2014,520,,65.1,67.52924970922783,66.3,14.27,949
3116,Jharkhand,JH,S27,1,Palamau,889932,756024,1645957,523108.0,453494.0,976602,2014,524,,60.0,58.780670882719136,59.3,14.31,850
3117,Jharkhand,JH,S27,1,Hazaribagh,812554,706367,1518923,515052.0,452228.0,967280,2014,525,,64.0,63.38680260019641,63.7,14.23,869
3120,Jharkhand,JH,S27,1,Dhanbad,1032038,857981,1890021,642557.0,501332.0,1143889,2014,518,,58.4,62.260982638236186,60.5,14.45,831
3122,Jharkhand,JH,S27,1,Rajmahal,691403,662063,1353467,490824.0,460471.0,951295,2014,512,,69.6,70.98956758937986,70.3,14.12,958
3129,Jharkhand,JH,S27,1,Lohardaga,578880,540264,1119144,333825.0,317508.0,651333,2014,523,,58.8,57.66739220563848,58.2,13.93,933
3130,Jharkhand,JH,S27,1,Singhbhum,583330,569300,1152632,403571.0,391653.0,795224,2014,521,,68.8,69.18399533711622,69.0,13.96,976
3158,Uttarakhand,UK,S28,2,Nainital-udhamsingh Nagar,857782,753029,1610811,589435.0,509910.0,1099345,2014,529,,67.7,68.71617730379047,68.2,14.29,878
3160,Uttarakhand,UK,S28,2,Almora,639362,614162,1253541,316094.0,339409.0,655504,2014,528,,55.3,49.43897197518777,52.3,14.04,961
3164,Uttarakhand,UK,S28,2,Tehri Garhwal ,711671,640943,1352614,400041.0,370827.0,770868,2014,526,,57.9,56.21150784561968,57.0,14.12,901
3173,Uttarakhand,UK,S28,2,Garhwal,651868,615350,1267218,320955.0,357047.0,678002,2014,527,,58.0,49.23619505789515,53.5,14.05,944
3178,Uttarakhand,UK,S28,2,Hardwar,888328,754505,1642873,637480.0,535871.0,1173352,2014,530,,71.0,71.76178168424275,71.4,14.31,849
3215,NCT OF Delhi,DL,U05,2,CHANDNI CHOWK,791318,655854,1447230,548427.0,431342.0,979790,2014,535,,65.8,69.3055130807084,67.7,14.19,829
3222,NCT OF Delhi,DL,U05,2,WEST DELHI,1108886,930409,2039410,742213.0,603424.0,1345645,2014,540,,64.9,66.93321044724165,66.0,14.53,839
3233,NCT OF Delhi,DL,U05,2,EAST DELHI,1023325,806102,1829578,676930.0,518463.0,1195428,2014,537,,64.3,66.15005008184106,65.3,14.42,788
3235,NCT OF Delhi,DL,U05,2,NORTH WEST DELHI,1212516,981633,2194343,757777.0,595362.0,1353181,2014,539,,60.7,62.496247472198306,61.7,14.6,810
3241,NCT OF Delhi,DL,U05,2,NEW DELHI,830322,659749,1490147,545628.0,422884.0,968519,2014,538,,64.1,65.71281984579477,65.0,14.21,795
3243,NCT OF Delhi,DL,U05,2,NORTH EAST DELHI,1079407,878183,1957708,738979.0,574789.0,1313796,2014,536,,65.5,68.46157195571271,67.1,14.49,814
3245,NCT OF Delhi,DL,U05,2,SOUTH DELHI,1005299,747322,1752748,639042.0,462222.0,1101277,2014,541,,61.9,63.56735657749585,62.8,14.38,743
