long1,lat,id1,statename,stateabb,pcname,m_electors,f_electors,t_electors,sex_ratio_e,f_vote_turnout,m_vote_turnout,c,l_t,group
77.128563,17.790087,203,Karnataka,KA,Bidar,839154,761738,1600962,1102,59.681282,60.541451,2,7.5,KA: Bidar
75.953094,16.793722,184,Karnataka,KA,Bijapur,847815,774643,1622635,1094,57.528049,61.4627,2,7.5,KA: Bijapur
76.898453,12.001026,199,Karnataka,KA,Chamarajanagar,789384,766336,1555781,1030,71.434204,74.116402,2,7.5,KA: Chamarajanagar
77.643356,13.416919,190,Karnataka,KA,Chikkballapur,843790,814500,1658410,1036,74.735176,77.356567,2,7.5,KA: Chikkballapur
74.787842,16.490023,185,Karnataka,KA,Chikkodi,746023,696120,1442206,1072,72.776817,75.607857,1,5,KA: Chikkodi
76.649742,14.127404,202,Karnataka,KA,Chitradurga,844869,816317,1661277,1035,64.227867,67.769913,2,7.5,KA: Chitradurga
75.255623,12.849572,197,Karnataka,KA,Dakshina Kannada,774454,790765,1565219,979,77.35218,76.88591,2,7.5,KA: Dakshina Kannada
75.954781,14.408041,189,Karnataka,KA,Davanagere,772126,750480,1522712,1029,71.072517,75.260902,1,5,KA: Davanagere
75.167549,15.324309,195,Karnataka,KA,Dharwad,808768,769269,1578125,1051,62.080105,69.595604,2,7.5,KA: Dharwad
76.908173,17.106039,183,Karnataka,KA,Gulbarga,878311,843454,1721990,1041,56.238632,59.520832,3,10,KA: Gulbarga
76.106674,13.080464,206,Karnataka,KA,Hassan,789847,771551,1561486,1024,72.678932,74.159805,2,7.5,KA: Hassan
75.572456,14.985744,188,Karnataka,KA,Haveri,807076,751596,1558749,1074,69.254227,73.716232,2,7.5,KA: Haveri
78.156685,13.230686,193,Karnataka,KA,Kolar,755450,737386,1492977,1024,73.779808,77.030113,1,5,KA: Kolar
76.431854,15.642241,187,Karnataka,KA,Koppal,770316,764694,1535105,1007,62.848278,68.298851,1,5,KA: Koppal
76.74501,12.60028,200,Karnataka,KA,Mandya,839052,830121,1669262,1011,70.749443,72.044525,2,7.5,KA: Mandya
75.984032,12.322643,198,Karnataka,KA,Mysore,867893,855100,1723134,1015,65.608932,68.707893,3,10,KA: Mysore
76.894463,16.339323,186,Karnataka,KA,Raichur,835969,825327,1661606,1013,56.631008,59.945045,2,7.5,KA: Raichur
75.168732,14.009826,205,Karnataka,KA,Shimoga,778782,783379,1562243,994,71.075432,73.487442,2,7.5,KA: Shimoga
76.886978,13.43202,192,Karnataka,KA,Tumkur,764561,753839,1518518,1014,71.049255,73.9151,1,5,KA: Tumkur
75.414398,13.41318,191,Karnataka,KA,Udupi Chikmagalur,679285,707947,1387294,960,73.803268,75.161674,0,3.75,KA: Udupi Chikmagalur
74.611046,14.961987,204,Karnataka,KA,Uttara Kannada,742865,707704,1450599,1050,67.714325,70.16349,1,5,KA: Uttara Kannada
76.412788,9.4434958,225,Kerala,KL,Alappuzha,611877,659447,1271324,928,78.546875,77.962402,0,3.75,KL: Alappuzha
76.539658,10.60682,217,Kerala,KL,Alathur,591950,624401,1216351,948,75.974251,76.513725,0,3.75,KL: Alathur
76.98513,8.6731596,219,Kerala,KL,Attingal,575780,675618,1251398,852,68.384209,68.514191,0,3.75,KL: Attingal
76.467117,10.220501,223,Kerala,KL,Chalakudy,565083,585414,1150497,965,76.341698,77.368637,0,3.75,KL: Chalakudy
76.282761,10.034523,228,Kerala,KL,Ernakulam,565836,590656,1156492,958,71.337799,75.74704,0,3.75,KL: Ernakulam
76.989792,9.8976946,224,Kerala,KL,Idukki,578849,579886,1158735,998,67.962151,73.400665,0,3.75,KL: Idukki
75.576332,11.993821,222,Kerala,KL,Kannur,548454,621812,1170266,882,81.534775,80.0233,0,3.75,KL: Kannur
75.187943,12.387557,218,Kerala,KL,Kasaragod,595047,648683,1243730,917,79.288803,77.183823,0,3.75,KL: Kasaragod
76.936142,8.9189138,227,Kerala,KL,Kollam,575296,644119,1219415,893,72.81636,70.728462,0,3.75,KL: Kollam
76.568237,9.7238245,226,Kerala,KL,Kottayam,573572,587893,1161465,976,68.78054,74.376717,0,3.75,KL: Kottayam
75.862206,11.384003,221,Kerala,KL,Kozhikode,571709,610775,1182484,936,79.248169,79.813156,0,3.75,KL: Kozhikode
76.104225,11.070609,211,Kerala,KL,Malappuram,598207,600237,1198444,997,72.848557,69.486313,0,3.75,KL: Malappuram
76.655235,9.1999798,213,Kerala,KL,Mavelikkara,592702,659966,1252668,898,71.365341,70.219604,0,3.75,KL: Mavelikkara
76.517311,10.941388,215,Kerala,KL,Palakkad,587366,621360,1208726,945,74.862717,75.634102,0,3.75,KL: Palakkad
76.904396,9.3417521,212,Kerala,KL,Pathanamthitta,631495,692411,1323906,912,64.138062,67.441071,0,3.75,KL: Pathanamthitta
76.008804,10.864844,230,Kerala,KL,Ponnani,574106,606683,1180789,946,76.861725,70.546555,0,3.75,KL: Ponnani
77.080917,8.4659462,214,Kerala,KL,Thiruvananthapuram,614438,658310,1272748,933,66.443466,70.510452,0,3.75,KL: Thiruvananthapuram
76.258171,10.474305,216,Kerala,KL,Thrissur,606518,668770,1275288,907,72.614502,71.544952,0,3.75,KL: Thrissur
75.697906,11.657754,220,Kerala,KL,Vadakara,561168,621336,1182504,903,83.820992,77.868301,0,3.75,KL: Vadakara
76.161064,11.520476,229,Kerala,KL,Wayanad,614822,634598,1249420,969,72.513779,73.851456,0,3.75,KL: Wayanad
74.042969,11.27695,544,Lakshadweep,LK,Lakshadweep,25433,24489,49922,1039,88.42746,84.866119,0,3.75,LK: Lakshadweep
80.123329,21.926638,234,Madhya Pradesh,MP,Balaghat,822670,807049,1629741,1019,67.03038,69.333755,2,7.5,MP: Balaghat
77.53875,21.947407,254,Madhya Pradesh,MP,Betul,836846,770954,1607831,1085,61.389137,68.582275,2,7.5,MP: Betul
78.68367,26.211985,233,Madhya Pradesh,MP,Bhind,892173,707938,1600137,1260,36.655895,52.642479,2,7.5,MP: Bhind
77.330696,23.46018,246,Madhya Pradesh,MP,Bhopal,1039153,918021,1957241,1132,53.422306,61.553398,3,10,MP: Bhopal
78.855492,22.121378,253,Madhya Pradesh,MP,Chhindwara,722052,679956,1402038,1062,76.860565,80.977135,0,3.75,MP: Chhindwara
79.297638,23.865664,242,Madhya Pradesh,MP,Damoh,882818,768760,1651614,1148,46.115044,63.299683,2,7.5,MP: Damoh
76.38546,23.247999,244,Madhya Pradesh,MP,Dewas,843528,773563,1617111,1090,63.271122,77.476974,2,7.5,MP: Dewas
75.18483,22.496044,236,Madhya Pradesh,MP,Dhar,858093,810302,1668441,1059,60.376503,68.372307,2,7.5,MP: Dhar
77.703293,24.882196,252,Madhya Pradesh,MP,Guna,857327,748265,1605613,1146,52.737064,67.745682,2,7.5,MP: Guna
77.958435,25.810183,238,Madhya Pradesh,MP,Gwalior,1023937,852908,1876965,1201,46.383549,58.070564,3,10,MP: Gwalior
78.328773,22.758646,235,Madhya Pradesh,MP,Hoshangabad,835566,732614,1568206,1141,59.648056,71.01474,2,7.5,MP: Hoshangabad
75.782021,22.80172,237,Madhya Pradesh,MP,Indore,1106595,1008635,2115303,1097,57.470741,66.528763,3,10,MP: Indore
79.951736,23.171768,256,Madhya Pradesh,MP,Jabalpur,898045,813502,1711621,1104,54.483826,62.235744,3,10,MP: Jabalpur
80.187927,24.348469,260,Madhya Pradesh,MP,Khajuraho,907340,795472,1702833,1141,44.884171,57.005421,3,10,MP: Khajuraho
76.315681,21.925396,261,Madhya Pradesh,MP,Khandwa,912764,846610,1759417,1078,68.306183,74.203186,3,10,MP: Khandwa
75.324112,21.853849,255,Madhya Pradesh,MP,Khargone,866905,836341,1703272,1037,64.302956,70.818138,3,10,MP: Khargone
80.401802,22.705734,257,Madhya Pradesh,MP,Mandla,926166,898514,1824702,1031,64.071678,69.233704,3,10,MP: Mandla
75.273979,24.317499,251,Madhya Pradesh,MP,Mandsour,838141,788383,1626556,1063,66.006752,76.356842,2,7.5,MP: Mandsour
77.382759,26.03931,258,Madhya Pradesh,MP,Morena,938787,763635,1702457,1229,41.317646,57.384796,3,10,MP: Morena
76.781235,23.987345,240,Madhya Pradesh,MP,Rajgarh,827021,751717,1578757,1100,54.833935,72.277847,2,7.5,MP: Rajgarh
74.63401,22.802206,248,Madhya Pradesh,MP,Ratlam,860924,841625,1702576,1023,60.769581,66.116638,3,10,MP: Ratlam
81.584503,24.751278,249,Madhya Pradesh,MP,Rewa,821800,722919,1544719,1137,51.493874,55.686054,1,5,MP: Rewa
78.116982,23.982157,241,Madhya Pradesh,MP,Sagar,815511,704754,1520322,1157,50.353172,65.835655,1,5,MP: Sagar
80.829323,24.53359,250,Madhya Pradesh,MP,Satna,772234,686123,1458381,1126,60.252609,64.730766,1,5,MP: Satna
81.246208,23.386248,243,Madhya Pradesh,MP,Shahdol,806746,754219,1561016,1070,58.362225,65.424431,2,7.5,MP: Shahdol
82.00811,24.16551,239,Madhya Pradesh,MP,Sidhi,915799,820208,1736048,1117,53.781479,59.783752,3,10,MP: Sidhi
79.213463,24.90509,259,Madhya Pradesh,MP,Tikamgarh,820670,708167,1528863,1159,42.298214,56.886692,1,5,MP: Tikamgarh
75.618874,23.399883,245,Madhya Pradesh,MP,Ujjain,790889,734560,1525481,1077,60.557476,72.199638,1,5,MP: Ujjain
77.695953,23.150297,247,Madhya Pradesh,MP,Vidisha,872100,761915,1634039,1145,59.500732,70.989792,2,7.5,MP: Vidisha
74.847092,18.976629,294,Maharashtra,MH,Ahmadnagar,902928,802016,1705005,1126,58.078766,65.868927,3,10,MH: Ahmadnagar
77.016235,20.599836,268,Maharashtra,MH,Akola,882014,790609,1672643,1116,54.847973,61.672035,2,7.5,MH: Akola
77.404427,21.254562,271,Maharashtra,MH,Amravati,848217,764503,1612739,1110,58.392708,65.389992,2,7.5,MH: Amravati
75.075165,20.024426,289,Maharashtra,MH,Aurangabad,846011,743384,1589395,1138,57.577511,65.537918,2,7.5,MH: Aurangabad
74.211212,18.29352,297,Maharashtra,MH,Baramati,960395,853153,1813553,1126,54.327419,62.694725,3,10,MH: Baramati
75.839211,18.9468,277,Maharashtra,MH,Beed,963569,829083,1792652,1162,66.46994,70.609268,3,10,MH: Beed
79.927292,21.145067,274,Maharashtra,MH,Bhandara - Gondiya,841257,814592,1655852,1033,71.286362,73.175858,2,7.5,MH: Bhandara - Gondiya
73.344452,19.425438,286,Maharashtra,MH,Bhiwandi,945521,751031,1696584,1259,49.577049,53.166985,3,10,MH: Bhiwandi
76.420837,20.47238,264,Maharashtra,MH,Buldhana,844789,750643,1595435,1125,58.958118,63.427319,2,7.5,MH: Buldhana
79.019547,19.974554,290,Maharashtra,MH,Chandrapur,921095,832595,1753690,1106,60.831497,65.3862,3,10,MH: Chandrapur
74.535225,20.88525,283,Maharashtra,MH,Dhule,879332,796027,1675367,1105,55.080418,61.498386,2,7.5,MH: Dhule
74.133171,20.303295,287,Maharashtra,MH,Dindori,808116,722062,1530208,1119,58.565884,67.640907,1,5,MH: Dindori
80.1381,20.026011,284,Maharashtra,MH,Gadchiroli-Chimur,752751,715686,1468437,1052,68.462982,71.427872,1,5,MH: Gadchiroli-Chimur
74.178123,16.906706,282,Maharashtra,MH,Hatkanangle,850721,779846,1630604,1091,71.328056,74.110077,2,7.5,MH: Hatkanangle
77.544716,19.60194,293,Maharashtra,MH,Hingoli,839540,746644,1586194,1124,63.406387,68.568863,2,7.5,MH: Hingoli
75.214661,20.80406,267,Maharashtra,MH,Jalgaon,909058,798886,1707969,1138,54.990574,60.557522,3,10,MH: Jalgaon
75.67054,20.023813,288,Maharashtra,MH,Jalna,866612,745444,1612056,1163,62.988903,68.771149,2,7.5,MH: Jalna
73.11689,19.186272,307,Maharashtra,MH,Kalyan,1044943,876995,1922034,1192,40.196011,45.177296,3,10,MH: Kalyan
74.152138,16.302734,299,Maharashtra,MH,Kolhapur,909286,849002,1758293,1071,70.131874,72.976486,3,10,MH: Kolhapur
76.879189,18.528772,296,Maharashtra,MH,Latur,902170,784780,1686957,1150,60.900379,63.912457,2,7.5,MH: Latur
74.935959,17.836735,265,Maharashtra,MH,Madha,912715,814603,1727322,1120,59.330128,65.175659,3,10,MH: Madha
73.37529,18.871851,278,Maharashtra,MH,Maval,1035961,917770,1953741,1129,57.42659,62.44482,3,10,MH: Maval
72.840561,19.212572,301,Maharashtra,MH,Mumbai North,972753,811110,1783870,1199,51.582893,54.20153,3,10,MH: Mumbai North
72.921539,19.144129,303,Maharashtra,MH,Mumbai North East,923016,745254,1668357,1239,50.439583,52.618481,2,7.5,MH: Mumbai North East
72.854828,19.13846,302,Maharashtra,MH,Mumbai North West,986704,788712,1775416,1251,49.833527,51.099621,3,10,MH: Mumbai North West
72.864296,19.074545,304,Maharashtra,MH,Mumbai North Central,967468,769592,1737084,1257,48.448658,48.788177,3,10,MH: Mumbai North Central
72.825783,18.961676,305,Maharashtra,MH,Mumbai South,828962,656867,1485844,1262,52.121052,52.631123,1,5,MH: Mumbai South
72.875137,19.026192,306,Maharashtra,MH,Mumbai South Central,793802,654025,1447886,1214,52.565269,53.452877,1,5,MH: Mumbai South Central
79.082809,21.144718,311,Maharashtra,MH,Nagpur,980485,920265,1900784,1065,54.8592,59.027317,3,10,MH: Nagpur
77.516541,18.875555,309,Maharashtra,MH,Nanded,878520,808528,1687057,1087,57.169697,62.381279,2,7.5,MH: Nanded
74.329376,21.407543,273,Maharashtra,MH,Nandurbar,852313,820622,1672943,1039,64.701286,68.452667,2,7.5,MH: Nandurbar
73.776382,19.884069,291,Maharashtra,MH,Nashik,850699,743058,1593774,1145,55.458256,61.516235,2,7.5,MH: Nashik
76.085365,18.17989,281,Maharashtra,MH,Osmanabad,934227,824943,1759186,1132,61.218777,65.459145,3,10,MH: Osmanabad
72.994514,19.811415,295,Maharashtra,MH,Palghar,830398,747673,1578149,1111,61.569294,64.054108,2,7.5,MH: Palghar
76.47422,19.396156,279,Maharashtra,MH,Parbhani,945901,857880,1803792,1103,61.074509,67.414772,3,10,MH: Parbhani
73.881729,18.546526,308,Maharashtra,MH,Pune,949561,886266,1835835,1071,51.856667,56.214607,3,10,MH: Pune
73.265038,18.073828,280,Maharashtra,MH,Raigad,752491,780290,1532781,964,64.364784,64.525688,1,5,MH: Raigad
79.08757,21.176285,272,Maharashtra,MH,Ramtek,887228,790024,1677266,1123,59.872486,64.951851,2,7.5,MH: Ramtek
73.642517,16.554113,298,Maharashtra,MH,Ratnagiri - Sindhudurg,665658,701697,1367362,949,64.379356,66.741333,0,3.75,MH: Ratnagiri - Sindhudurg
75.836342,21.036171,285,Maharashtra,MH,Raver,842701,750674,1593389,1123,60.694389,65.886833,2,7.5,MH: Raver
74.897446,17.129776,269,Maharashtra,MH,Sangli,861582,787493,1649107,1094,61.736294,64.613121,2,7.5,MH: Sangli
73.994804,17.622574,266,Maharashtra,MH,Satara,883947,836051,1719998,1057,54.60923,58.730671,3,10,MH: Satara
74.405594,19.565153,292,Maharashtra,MH,Shirdi,768181,694085,1462267,1107,59.377453,67.669472,1,5,MH: Shirdi
73.990791,18.915007,276,Maharashtra,MH,Shirur,973132,850960,1824112,1144,55.867725,63.022282,3,10,MH: Shirur
75.780174,17.595493,270,Maharashtra,MH,Solapur,893734,808990,1702739,1105,52.331425,58.931965,3,10,MH: Solapur
72.896347,19.267996,300,Maharashtra,MH,Thane,1141737,931467,2073251,1226,49.672615,51.75938,3,10,MH: Thane
78.395676,20.867987,275,Maharashtra,MH,Wardha,817514,747024,1564552,1094,61.400169,67.70575,2,7.5,MH: Wardha
77.80471,20.263748,310,Maharashtra,MH,Yavatmal-Washim,921276,834010,1755292,1105,56.014076,61.238544,3,10,MH: Yavatmal-Washim
93.893829,24.720222,231,Manipur,MN,Inner Manipur,417103,438257,855360,952,76.257767,73.613235,0,3.75,MN: Inner Manipur
93.881248,24.734163,232,Manipur,MN,Outer Manipur,454314,464695,919009,978,84.73214,83.530991,0,3.75,MN: Outer Manipur
91.772461,25.514271,263,Meghalaya,ML,Shillong,480409,500331,980740,960,65.335747,60.983662,0,3.75,ML: Shillong
90.42305,25.572458,262,Meghalaya,ML,Tura,297230,289271,586501,1028,78.045502,78.174141,0,3.75,ML: Tura
92.836777,23.306585,312,Mizoram,MZ,Mizoram,346219,355951,702170,973,59.973705,61.427303,0,3.75,MZ: Mizoram
77.175583,28.683342,115,NCT OF Delhi,DL,Chandni Chowk,791318,655854,1447230,1207,65.76799,69.305511,1,5,DL: Chandni Chowk
77.292152,28.604534,118,NCT OF Delhi,DL,East Delhi,1023325,806102,1829578,1269,64.317291,66.150047,3,10,DL: East Delhi
77.18129,28.58983,119,NCT OF Delhi,DL,New Delhi,830322,659749,1490147,1259,64.09771,65.712822,1,5,DL: New Delhi
77.236855,28.722105,116,NCT OF Delhi,DL,North East Delhi,1079407,878183,1957708,1229,65.452072,68.461571,3,10,DL: North East Delhi
77.070831,28.767876,114,NCT OF Delhi,DL,North West Delhi,1212516,981633,2194343,1235,60.650162,62.496246,3,10,DL: North West Delhi
77.202087,28.48518,117,NCT OF Delhi,DL,South Delhi,1005299,747322,1752748,1345,61.850449,63.567356,3,10,DL: South Delhi
76.995346,28.587568,113,NCT OF Delhi,DL,West Delhi,1108886,930409,2039410,1192,64.855782,66.933212,3,10,DL: West Delhi
94.469971,26.061674,313,Nagaland,NL,Nagaland,600518,582454,1182972,1031,87.650009,88.041161,0,3.75,NL: Nagaland
84.681084,19.660482,329,Odisha,OD,Aska,750999,657756,1408780,1142,67.813293,59.872784,0,3.75,OD: Aska
86.988083,21.594311,317,Odisha,OD,Balasore,709342,656857,1366218,1080,78.673592,74.906883,0,3.75,OD: Balasore
83.514732,21.377348,321,Odisha,OD,Bargarh,751140,679485,1430717,1105,77.556534,79.328888,1,5,OD: Bargarh
84.351532,19.212257,334,Odisha,OD,Berhampur,680089,654171,1334268,1040,69.410904,66.236626,0,3.75,OD: Berhampur
86.626068,21.06036,314,Odisha,OD,Bhadrak,774566,694893,1469498,1115,77.996902,69.37162,1,5,OD: Bhadrak
85.570168,20.162092,328,Odisha,OD,Bhubaneswar,835850,691665,1527768,1208,58.744335,58.041275,1,5,OD: Bhubaneswar
83.346138,20.680712,323,Odisha,OD,Bolangir,814968,747976,1563025,1090,75.322472,74.319847,2,7.5,OD: Bolangir
85.472626,20.435141,327,Odisha,OD,Cuttack,731912,639680,1371617,1144,71.264381,71.421974,0,3.75,OD: Cuttack
85.378647,20.943813,322,Odisha,OD,Dhenkanal,722329,641088,1363471,1127,76.273926,76.310379,0,3.75,OD: Dhenkanal
86.227104,20.145916,330,Odisha,OD,Jagatsinghpur,797923,701680,1499673,1137,77.540047,73.62114,1,5,OD: Jagatsinghpur
86.152191,20.855932,315,Odisha,OD,Jajpur,696385,607337,1303733,1147,75.193176,75.026886,0,3.75,OD: Jajpur
82.934402,20.064604,324,Odisha,OD,Kalahandi,750694,723392,1474135,1038,74.607407,76.740723,1,5,OD: Kalahandi
84.241203,20.254242,325,Odisha,OD,Kandhamal,582340,561228,1143602,1038,74.195511,72.554695,0,3.75,OD: Kandhamal
86.488647,20.547771,326,Odisha,OD,Kendrapara,828491,726929,1555444,1140,76.821671,69.702263,1,5,OD: Kendrapara
85.795799,21.547674,318,Odisha,OD,Keonjhar,691369,655285,1346683,1055,81.252739,79.594688,0,3.75,OD: Keonjhar
83.192734,19.089138,332,Odisha,OD,Koraput,629268,671019,1300437,938,75.140198,77.079559,0,3.75,OD: Koraput
86.433365,21.982822,319,Odisha,OD,Mayurbhanj,670100,657438,1327555,1019,80.411385,77.936279,0,3.75,OD: Mayurbhanj
82.170158,18.901768,331,Odisha,OD,Nabarangpur,645875,651286,1297210,992,78.169037,79.345535,0,3.75,OD: Nabarangpur
85.433311,19.915201,333,Odisha,OD,Puri,742939,661592,1404581,1123,70.948257,76.527275,0,3.75,OD: Puri
84.515327,21.296995,316,Odisha,OD,Sambalpur,669036,627982,1297098,1065,75.929886,75.368141,0,3.75,OD: Sambalpur
84.510574,22.079777,320,Odisha,OD,Sundargarh,718689,691817,1410532,1039,71.396484,71.660065,0,3.75,OD: Sundargarh
79.756508,11.926641,348,Puducherry,PY,Puducherry,432048,469289,901357,921,82.718536,81.366882,0,3.75,PY: Puducherry
74.820175,31.739805,342,Punjab,PB,Amritsar,779164,698076,1477262,1116,67.25457,68.999847,1,5,PB: Amritsar
76.370529,31.047239,344,Punjab,PB,Anandpur Sahib,817186,747512,1564721,1093,71.215714,67.877815,2,7.5,PB: Anandpur Sahib
75.099686,30.045605,340,Punjab,PB,Bathinda,813119,712156,1525289,1142,77.164696,77.097572,1,5,PB: Bathinda
74.992424,30.627817,347,Punjab,PB,Faridkot,768206,686848,1455075,1118,70.559135,71.207069,1,5,PB: Faridkot
76.104584,30.708836,337,Punjab,PB,Fatehgarh Sahib,740390,656554,1396957,1128,73.069542,74.433067,0,3.75,PB: Fatehgarh Sahib
74.358772,30.479425,338,Punjab,PB,Firozpur,808857,713236,1522111,1134,72.145683,72.992386,1,5,PB: Firozpur
75.386696,32.064404,341,Punjab,PB,Gurdaspur,784477,715839,1500337,1096,71.187233,67.913147,1,5,PB: Gurdaspur
75.728142,31.638849,336,Punjab,PB,Hoshiarpur,762065,723207,1485286,1054,67.410301,62.07922,1,5,PB: Hoshiarpur
75.566704,31.21277,335,Punjab,PB,Jalandhar,808530,742954,1551497,1088,68.435463,65.8312,1,5,PB: Jalandhar
74.988754,31.315578,343,Punjab,PB,Khadoor Sahib,817134,746233,1563409,1095,67.720406,65.468086,2,7.5,PB: Khadoor Sahib
75.641479,30.833921,346,Punjab,PB,Ludhiana,835632,725551,1561201,1152,68.910934,72.006454,2,7.5,PB: Ludhiana
76.308876,30.310688,339,Punjab,PB,Patiala,834231,746037,1580273,1118,70.675316,71.156433,2,7.5,PB: Patiala
75.708397,30.21427,345,Punjab,PB,Sangrur,758197,666535,1424743,1138,77.442444,76.966148,1,5,PB: Sangrur
74.931084,26.340565,359,Rajasthan,RJ,Ajmer,869322,813938,1683261,1068,66.391296,70.536232,2,7.5,RJ: Ajmer
76.607841,27.937395,352,Rajasthan,RJ,Alwar,870044,756398,1626442,1150,62.645061,67.332573,2,7.5,RJ: Alwar
77.074936,27.317186,357,Rajasthan,RJ,Bharatpur,910990,779714,1690705,1168,52.978527,60.049618,2,7.5,RJ: Bharatpur
74.184593,23.564957,371,Rajasthan,RJ,Banswara,866441,831800,1698244,1042,71.023323,66.737381,3,10,RJ: Banswara
71.035995,26.399237,358,Rajasthan,RJ,Barmer,896867,783282,1680152,1145,71.751045,72.91951,2,7.5,RJ: Barmer
74.869705,25.497847,364,Rajasthan,RJ,Bhilwara,904045,850856,1754901,1063,61.306259,64.215057,3,10,RJ: Bhilwara
73.185112,28.228731,350,Rajasthan,RJ,Bikaner,847726,744629,1592355,1138,54.024353,62.092468,2,7.5,RJ: Bikaner
74.52021,24.577301,369,Rajasthan,RJ,Chittorgarh,929217,890287,1819506,1044,60.571365,67.865417,3,10,RJ: Chittorgarh
74.737114,28.556276,349,Rajasthan,RJ,Churu,928059,825765,1753825,1124,64.095718,64.46756,3,10,RJ: Churu
76.3274,26.884621,368,Rajasthan,RJ,Dausa,814648,709447,1524100,1148,57.768799,63.698311,1,5,RJ: Dausa
73.910225,29.502329,367,Rajasthan,RJ,Ganganagar,909749,808665,1718414,1125,70.887329,74.549355,3,10,RJ: Ganganagar
76.489487,24.677259,361,Rajasthan,RJ,Jhalawar-Baran,868979,800865,1669844,1085,63.759186,73.145264,2,7.5,RJ: Jhalawar-Baran
75.738571,26.823692,370,Rajasthan,RJ,Jaipur,1047469,910349,1957820,1151,63.523769,68.245552,3,10,RJ: Jaipur
75.867996,27.254362,373,Rajasthan,RJ,Jaipur Rural,906858,793449,1700307,1143,57.04475,61.363079,3,10,RJ: Jaipur Rural
72.394928,24.987535,363,Rajasthan,RJ,Jalore,964046,860922,1824968,1120,58.817638,60.292454,3,10,RJ: Jalore
